date,category,dish_name,quantity_sold,unit_cost,selling_price,total_cost,total_revenue,waste_qty,waste_cost,day_of_week
2024-05-17,Primi,Spaghetti Carbonara,26,3.2,14,83.2,364,0.9,2.88,Venerdì
2024-05-17,Primi,Risotto Funghi,21,4.8,16,100.8,336,1.3,6.24,Venerdì
2024-05-17,Primi,Penne Arrabbiata,25,2.8,12,70,300,0.6,1.68,Venerdì
2024-05-17,Primi,Tagliatelle Bolognese,29,4.2,15,121.8,435,1.4,5.88,Venerdì
2024-05-17,Primi,Gnocchi 4 Formaggi,28,3.9,14,109.2,392,1,3.9,Venerdì
2024-05-17,Secondi,Tagliata di Manzo,21,8.5,28,178.5,588,2.3,19.55,Venerdì
2024-05-17,Secondi,Filetto di Branzino,18,7.2,26,129.6,468,2.3,16.56,Venerdì
2024-05-17,Secondi,Pollo alla Griglia,22,4.8,18,105.6,396,1.6,7.68,Venerdì
2024-05-17,Secondi,Costata di Maiale,18,6.2,22,111.6,396,1.3,8.06,Venerdì
2024-05-17,Contorni,Insalata Mista,7,1.8,6,12.6,42,0.7,1.26,Venerdì
2024-05-17,Contorni,Patate al Forno,7,1.2,5,8.4,35,0.4,0.48,Venerdì
2024-05-17,Contorni,Verdure Grigliate,10,2.5,7,25,70,1,2.5,Venerdì
2024-05-17,Dolci,Tiramisù,8,2.8,8,22.4,64,0.3,0.84,Venerdì
2024-05-17,Dolci,Panna Cotta,9,2.2,7,19.8,63,0.4,0.88,Venerdì
2024-05-17,Dolci,Cheesecake,9,3.5,9,31.5,81,0.4,1.4,Venerdì
2024-05-17,Dolci,Profiterole,13,3.2,8,41.6,104,0.8,2.56,Venerdì
2024-05-18,Antipasti,Bruschetta Pomodoro,18,2.5,8,45,144,0.7,1.75,Sabato
2024-05-18,Antipasti,Carpaccio di Manzo,19,5.2,16,98.8,304,1.5,7.8,Sabato
2024-05-18,Antipasti,Caprese,15,3.8,12,57,180,0.8,3.04,Sabato
2024-05-18,Antipasti,Prosciutto e Melone,17,4.5,14,76.5,238,1.3,5.85,Sabato
2024-05-18,Primi,Spaghetti Carbonara,45,3.2,14,144,630,1.9,6.08,Sabato
2024-05-18,Primi,Risotto Funghi,27,4.8,16,129.6,432,1.6,7.68,Sabato
2024-05-18,Primi,Penne Arrabbiata,29,2.8,12,81.2,348,0.9,2.52,Sabato
2024-05-18,Primi,Tagliatelle Bolognese,43,4.2,15,180.6,645,2.2,9.24,Sabato
2024-05-18,Primi,Gnocchi 4 Formaggi,29,3.9,14,113.1,406,1.3,5.07,Sabato
2024-05-18,Secondi,Tagliata di Manzo,26,8.5,28,221,728,2.8,23.8,Sabato
2024-05-18,Secondi,Filetto di Branzino,36,7.2,26,259.2,936,5.1,36.72,Sabato
2024-05-18,Secondi,Pollo alla Griglia,30,4.8,18,144,540,2.2,10.56,Sabato
2024-05-18,Secondi,Costata di Maiale,23,6.2,22,142.6,506,1.6,9.92,Sabato
2024-05-18,Contorni,Insalata Mista,18,1.8,6,32.4,108,2.4,4.32,Sabato
2024-05-18,Contorni,Patate al Forno,14,1.2,5,16.8,70,0.8,0.96,Sabato
2024-05-18,Contorni,Verdure Grigliate,15,2.5,7,37.5,105,1.3,3.25,Sabato
2024-05-18,Dolci,Tiramisù,21,2.8,8,58.8,168,0.9,2.52,Sabato
2024-05-18,Dolci,Panna Cotta,14,2.2,7,30.8,98,0.8,1.76,Sabato
2024-05-18,Dolci,Cheesecake,18,3.5,9,63,162,1,3.5,Sabato
2024-05-18,Dolci,Profiterole,13,3.2,8,41.6,104,0.9,2.88,Sabato
2024-05-19,Antipasti,Bruschetta Pomodoro,15,2.5,8,37.5,120,0.6,1.5,Domenica
2024-05-19,Antipasti,Carpaccio di Manzo,22,5.2,16,114.4,352,1.5,7.8,Domenica
2024-05-19,Antipasti,Caprese,23,3.8,12,87.4,276,1.1,4.18,Domenica
2024-05-19,Antipasti,Prosciutto e Melone,16,4.5,14,72,224,1,4.5,Domenica
2024-05-19,Primi,Spaghetti Carbonara,29,3.2,14,92.8,406,1,3.2,Domenica
2024-05-19,Primi,Risotto Funghi,31,4.8,16,148.8,496,2,9.6,Domenica
2024-05-19,Primi,Penne Arrabbiata,38,2.8,12,106.4,456,1.3,3.64,Domenica
2024-05-19,Primi,Tagliatelle Bolognese,25,4.2,15,105,375,1.3,5.46,Domenica
2024-05-19,Primi,Gnocchi 4 Formaggi,42,3.9,14,163.8,588,1.5,5.85,Domenica
2024-05-19,Secondi,Tagliata di Manzo,28,8.5,28,238,784,2.3,19.55,Domenica
2024-05-19,Secondi,Filetto di Branzino,22,7.2,26,158.4,572,3.1,22.32,Domenica
2024-05-19,Secondi,Pollo alla Griglia,26,4.8,18,124.8,468,2.3,11.04,Domenica
2024-05-19,Secondi,Costata di Maiale,36,6.2,22,223.2,792,2.5,15.5,Domenica
2024-05-19,Contorni,Insalata Mista,10,1.8,6,18,60,1,1.8,Domenica
2024-05-19,Contorni,Patate al Forno,16,1.2,5,19.2,80,0.9,1.08,Domenica
2024-05-19,Contorni,Verdure Grigliate,10,2.5,7,25,70,0.8,2,Domenica
2024-05-19,Dolci,Tiramisù,13,2.8,8,36.4,104,0.4,1.12,Domenica
2024-05-19,Dolci,Panna Cotta,11,2.2,7,24.2,77,0.5,1.1,Domenica
2024-05-19,Dolci,Cheesecake,20,3.5,9,70,180,1.1,3.85,Domenica
2024-05-19,Dolci,Profiterole,16,3.2,8,51.2,128,1.2,3.84,Domenica
2024-05-20,Antipasti,Bruschetta Pomodoro,13,2.5,8,32.5,104,0.6,1.5,Lunedì
2024-05-20,Antipasti,Carpaccio di Manzo,12,5.2,16,62.4,192,0.8,4.16,Lunedì
2024-05-20,Antipasti,Caprese,14,3.8,12,53.2,168,0.7,2.66,Lunedì
2024-05-20,Antipasti,Prosciutto e Melone,11,4.5,14,49.5,154,0.8,3.6,Lunedì
2024-05-20,Primi,Spaghetti Carbonara,29,3.2,14,92.8,406,1.3,4.16,Lunedì
2024-05-20,Primi,Risotto Funghi,19,4.8,16,91.2,304,1,4.8,Lunedì
2024-05-20,Primi,Penne Arrabbiata,21,2.8,12,58.8,252,0.5,1.4,Lunedì
2024-05-20,Primi,Tagliatelle Bolognese,25,4.2,15,105,375,1.1,4.62,Lunedì
2024-05-20,Primi,Gnocchi 4 Formaggi,22,3.9,14,85.8,308,0.7,2.73,Lunedì
2024-05-20,Secondi,Tagliata di Manzo,21,8.5,28,178.5,588,2.2,18.7,Lunedì
2024-05-20,Secondi,Filetto di Branzino,23,7.2,26,165.6,598,2.4,17.28,Lunedì
2024-05-20,Secondi,Pollo alla Griglia,19,4.8,18,91.2,342,1.6,7.68,Lunedì
2024-05-20,Secondi,Costata di Maiale,15,6.2,22,93,330,1.2,7.44,Lunedì
2024-05-20,Contorni,Insalata Mista,9,1.8,6,16.2,54,1.2,2.16,Lunedì
2024-05-20,Contorni,Patate al Forno,12,1.2,5,14.4,60,0.7,0.84,Lunedì
2024-05-20,Contorni,Verdure Grigliate,10,2.5,7,25,70,1,2.5,Lunedì
2024-05-20,Dolci,Tiramisù,11,2.8,8,30.8,88,0.4,1.12,Lunedì
2024-05-20,Dolci,Panna Cotta,13,2.2,7,28.6,91,0.6,1.32,Lunedì
2024-05-20,Dolci,Cheesecake,10,3.5,9,35,90,0.7,2.45,Lunedì
2024-05-20,Dolci,Profiterole,8,3.2,8,25.6,64,0.6,1.92,Lunedì
2024-05-21,Antipasti,Bruschetta Pomodoro,12,2.5,8,30,96,0.7,1.75,Martedì
2024-05-21,Antipasti,Carpaccio di Manzo,15,5.2,16,78,240,1.1,5.72,Martedì
2024-05-21,Antipasti,Caprese,17,3.8,12,64.6,204,1.1,4.18,Martedì
2024-05-21,Antipasti,Prosciutto e Melone,15,4.5,14,67.5,210,1.1,4.95,Martedì
2024-05-21,Primi,Spaghetti Carbonara,31,3.2,14,99.2,434,1.3,4.16,Martedì
2024-05-21,Primi,Risotto Funghi,20,4.8,16,96,320,1.3,6.24,Martedì
2024-05-21,Primi,Penne Arrabbiata,26,2.8,12,72.8,312,0.8,2.24,Martedì
2024-05-21,Primi,Tagliatelle Bolognese,20,4.2,15,84,300,1,4.2,Martedì
2024-05-21,Primi,Gnocchi 4 Formaggi,30,3.9,14,117,420,1.3,5.07,Martedì
2024-05-21,Secondi,Tagliata di Manzo,20,8.5,28,170,560,1.6,13.6,Martedì
2024-05-21,Secondi,Filetto di Branzino,18,7.2,26,129.6,468,2.5,18,Martedì
2024-05-21,Secondi,Pollo alla Griglia,24,4.8,18,115.2,432,2,9.6,Martedì
2024-05-21,Secondi,Costata di Maiale,23,6.2,22,142.6,506,1.7,10.54,Martedì
2024-05-21,Contorni,Insalata Mista,8,1.8,6,14.4,48,1.1,1.98,Martedì
2024-05-21,Contorni,Patate al Forno,7,1.2,5,8.4,35,0.3,0.36,Martedì
2024-05-21,Contorni,Verdure Grigliate,7,2.5,7,17.5,49,0.6,1.5,Martedì
2024-05-21,Dolci,Tiramisù,13,2.8,8,36.4,104,0.5,1.4,Martedì
2024-05-21,Dolci,Panna Cotta,12,2.2,7,26.4,84,0.5,1.1,Martedì
2024-05-21,Dolci,Cheesecake,14,3.5,9,49,126,0.7,2.45,Martedì
2024-05-21,Dolci,Profiterole,11,3.2,8,35.2,88,0.6,1.92,Martedì
2024-05-22,Antipasti,Bruschetta Pomodoro,15,2.5,8,37.5,120,0.6,1.5,Mercoledì
2024-05-22,Antipasti,Carpaccio di Manzo,15,5.2,16,78,240,1.4,7.28,Mercoledì
2024-05-22,Antipasti,Caprese,16,3.8,12,60.8,192,0.8,3.04,Mercoledì
2024-05-22,Antipasti,Prosciutto e Melone,10,4.5,14,45,140,0.7,3.15,Mercoledì
2024-05-22,Primi,Spaghetti Carbonara,31,3.2,14,99.2,434,1,3.2,Mercoledì
2024-05-22,Primi,Risotto Funghi,31,4.8,16,148.8,496,1.9,9.12,Mercoledì
2024-05-22,Primi,Penne Arrabbiata,24,2.8,12,67.2,288,0.8,2.24,Mercoledì
2024-05-22,Primi,Tagliatelle Bolognese,21,4.2,15,88.2,315,1.1,4.62,Mercoledì
2024-05-22,Primi,Gnocchi 4 Formaggi,18,3.9,14,70.2,252,0.8,3.12,Mercoledì
2024-05-22,Secondi,Tagliata di Manzo,17,8.5,28,144.5,476,1.4,11.9,Mercoledì
2024-05-22,Secondi,Filetto di Branzino,23,7.2,26,165.6,598,2.5,18,Mercoledì
2024-05-22,Secondi,Pollo alla Griglia,21,4.8,18,100.8,378,1.9,9.12,Mercoledì
2024-05-22,Secondi,Costata di Maiale,17,6.2,22,105.4,374,1.3,8.06,Mercoledì
2024-05-22,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.2,2.16,Mercoledì
2024-05-22,Contorni,Patate al Forno,11,1.2,5,13.2,55,0.7,0.84,Mercoledì
2024-05-22,Contorni,Verdure Grigliate,12,2.5,7,30,84,1,2.5,Mercoledì
2024-05-22,Dolci,Tiramisù,10,2.8,8,28,80,0.4,1.12,Mercoledì
2024-05-22,Dolci,Panna Cotta,14,2.2,7,30.8,98,0.6,1.32,Mercoledì
2024-05-22,Dolci,Cheesecake,10,3.5,9,35,90,0.4,1.4,Mercoledì
2024-05-22,Dolci,Profiterole,12,3.2,8,38.4,96,0.8,2.56,Mercoledì
2024-05-23,Antipasti,Bruschetta Pomodoro,15,2.5,8,37.5,120,0.7,1.75,Giovedì
2024-05-23,Antipasti,Carpaccio di Manzo,14,5.2,16,72.8,224,0.9,4.68,Giovedì
2024-05-23,Antipasti,Caprese,15,3.8,12,57,180,0.9,3.42,Giovedì
2024-05-23,Antipasti,Prosciutto e Melone,12,4.5,14,54,168,0.8,3.6,Giovedì
2024-05-23,Primi,Spaghetti Carbonara,17,3.2,14,54.4,238,0.6,1.92,Giovedì
2024-05-23,Primi,Risotto Funghi,26,4.8,16,124.8,416,1.3,6.24,Giovedì
2024-05-23,Primi,Penne Arrabbiata,23,2.8,12,64.4,276,0.6,1.68,Giovedì
2024-05-23,Primi,Tagliatelle Bolognese,26,4.2,15,109.2,390,1.3,5.46,Giovedì
2024-05-23,Primi,Gnocchi 4 Formaggi,19,3.9,14,74.1,266,0.7,2.73,Giovedì
2024-05-23,Secondi,Tagliata di Manzo,14,8.5,28,119,392,1.6,13.6,Giovedì
2024-05-23,Secondi,Filetto di Branzino,23,7.2,26,165.6,598,2.3,16.56,Giovedì
2024-05-23,Secondi,Pollo alla Griglia,16,4.8,18,76.8,288,1.1,5.28,Giovedì
2024-05-23,Secondi,Costata di Maiale,24,6.2,22,148.8,528,1.9,11.78,Giovedì
2024-05-23,Contorni,Insalata Mista,9,1.8,6,16.2,54,0.9,1.62,Giovedì
2024-05-23,Contorni,Patate al Forno,10,1.2,5,12,50,0.6,0.72,Giovedì
2024-05-23,Contorni,Verdure Grigliate,12,2.5,7,30,84,1.2,3,Giovedì
2024-05-23,Dolci,Tiramisù,14,2.8,8,39.2,112,0.5,1.4,Giovedì
2024-05-23,Dolci,Panna Cotta,14,2.2,7,30.8,98,0.7,1.54,Giovedì
2024-05-23,Dolci,Cheesecake,14,3.5,9,49,126,0.8,2.8,Giovedì
2024-05-23,Dolci,Profiterole,14,3.2,8,44.8,112,1,3.2,Giovedì
2024-05-24,Antipasti,Bruschetta Pomodoro,17,2.5,8,42.5,136,0.7,1.75,Venerdì
2024-05-24,Antipasti,Carpaccio di Manzo,18,5.2,16,93.6,288,1.4,7.28,Venerdì
2024-05-24,Antipasti,Caprese,13,3.8,12,49.4,156,0.8,3.04,Venerdì
2024-05-24,Antipasti,Prosciutto e Melone,13,4.5,14,58.5,182,0.8,3.6,Venerdì
2024-05-24,Primi,Spaghetti Carbonara,22,3.2,14,70.4,308,0.9,2.88,Venerdì
2024-05-24,Primi,Risotto Funghi,24,4.8,16,115.2,384,1.6,7.68,Venerdì
2024-05-24,Primi,Penne Arrabbiata,29,2.8,12,81.2,348,0.8,2.24,Venerdì
2024-05-24,Primi,Tagliatelle Bolognese,25,4.2,15,105,375,1.2,5.04,Venerdì
2024-05-24,Primi,Gnocchi 4 Formaggi,26,3.9,14,101.4,364,1,3.9,Venerdì
2024-05-24,Secondi,Tagliata di Manzo,14,8.5,28,119,392,1.3,11.05,Venerdì
2024-05-24,Secondi,Filetto di Branzino,22,7.2,26,158.4,572,2.7,19.44,Venerdì
2024-05-24,Secondi,Pollo alla Griglia,19,4.8,18,91.2,342,1.2,5.76,Venerdì
2024-05-24,Secondi,Costata di Maiale,23,6.2,22,142.6,506,1.8,11.16,Venerdì
2024-05-24,Contorni,Insalata Mista,11,1.8,6,19.8,66,1.5,2.7,Venerdì
2024-05-24,Contorni,Patate al Forno,11,1.2,5,13.2,55,0.7,0.84,Venerdì
2024-05-24,Contorni,Verdure Grigliate,9,2.5,7,22.5,63,0.9,2.25,Venerdì
2024-05-24,Dolci,Tiramisù,9,2.8,8,25.2,72,0.4,1.12,Venerdì
2024-05-24,Dolci,Panna Cotta,12,2.2,7,26.4,84,0.6,1.32,Venerdì
2024-05-24,Dolci,Cheesecake,9,3.5,9,31.5,81,0.5,1.75,Venerdì
2024-05-24,Dolci,Profiterole,14,3.2,8,44.8,112,1,3.2,Venerdì
2024-05-25,Antipasti,Bruschetta Pomodoro,19,2.5,8,47.5,152,1.1,2.75,Sabato
2024-05-25,Antipasti,Carpaccio di Manzo,16,5.2,16,83.2,256,1,5.2,Sabato
2024-05-25,Antipasti,Caprese,15,3.8,12,57,180,0.8,3.04,Sabato
2024-05-25,Antipasti,Prosciutto e Melone,25,4.5,14,112.5,350,1.6,7.2,Sabato
2024-05-25,Primi,Spaghetti Carbonara,40,3.2,14,128,560,1.5,4.8,Sabato
2024-05-25,Primi,Risotto Funghi,45,4.8,16,216,720,2.6,12.48,Sabato
2024-05-25,Primi,Penne Arrabbiata,43,2.8,12,120.4,516,1.3,3.64,Sabato
2024-05-25,Primi,Tagliatelle Bolognese,40,4.2,15,168,600,2.1,8.82,Sabato
2024-05-25,Primi,Gnocchi 4 Formaggi,29,3.9,14,113.1,406,1,3.9,Sabato
2024-05-25,Secondi,Tagliata di Manzo,26,8.5,28,221,728,3,25.5,Sabato
2024-05-25,Secondi,Filetto di Branzino,24,7.2,26,172.8,624,2.4,17.28,Sabato
2024-05-25,Secondi,Pollo alla Griglia,20,4.8,18,96,360,1.8,8.64,Sabato
2024-05-25,Secondi,Costata di Maiale,32,6.2,22,198.4,704,2.5,15.5,Sabato
2024-05-25,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.4,2.52,Sabato
2024-05-25,Contorni,Patate al Forno,16,1.2,5,19.2,80,0.8,0.96,Sabato
2024-05-25,Contorni,Verdure Grigliate,12,2.5,7,30,84,1,2.5,Sabato
2024-05-25,Dolci,Tiramisù,19,2.8,8,53.2,152,0.7,1.96,Sabato
2024-05-25,Dolci,Panna Cotta,17,2.2,7,37.4,119,0.8,1.76,Sabato
2024-05-25,Dolci,Cheesecake,17,3.5,9,59.5,153,1.1,3.85,Sabato
2024-05-25,Dolci,Profiterole,18,3.2,8,57.6,144,1.4,4.48,Sabato
2024-05-26,Antipasti,Bruschetta Pomodoro,18,2.5,8,45,144,0.8,2,Domenica
2024-05-26,Antipasti,Carpaccio di Manzo,23,5.2,16,119.6,368,1.6,8.32,Domenica
2024-05-26,Antipasti,Caprese,15,3.8,12,57,180,0.8,3.04,Domenica
2024-05-26,Antipasti,Prosciutto e Melone,21,4.5,14,94.5,294,1.6,7.2,Domenica
2024-05-26,Primi,Spaghetti Carbonara,24,3.2,14,76.8,336,1,3.2,Domenica
2024-05-26,Primi,Risotto Funghi,42,4.8,16,201.6,672,2,9.6,Domenica
2024-05-26,Primi,Penne Arrabbiata,43,2.8,12,120.4,516,1.1,3.08,Domenica
2024-05-26,Primi,Tagliatelle Bolognese,42,4.2,15,176.4,630,2.4,10.08,Domenica
2024-05-26,Primi,Gnocchi 4 Formaggi,35,3.9,14,136.5,490,1.2,4.68,Domenica
2024-05-26,Secondi,Tagliata di Manzo,21,8.5,28,178.5,588,2.4,20.4,Domenica
2024-05-26,Secondi,Filetto di Branzino,25,7.2,26,180,650,3.5,25.2,Domenica
2024-05-26,Secondi,Pollo alla Griglia,28,4.8,18,134.4,504,2.4,11.52,Domenica
2024-05-26,Secondi,Costata di Maiale,32,6.2,22,198.4,704,2.9,17.98,Domenica
2024-05-26,Contorni,Insalata Mista,10,1.8,6,18,60,1,1.8,Domenica
2024-05-26,Contorni,Patate al Forno,16,1.2,5,19.2,80,0.8,0.96,Domenica
2024-05-26,Contorni,Verdure Grigliate,16,2.5,7,40,112,1.5,3.75,Domenica
2024-05-26,Dolci,Tiramisù,17,2.8,8,47.6,136,0.7,1.96,Domenica
2024-05-26,Dolci,Panna Cotta,13,2.2,7,28.6,91,0.6,1.32,Domenica
2024-05-26,Dolci,Cheesecake,19,3.5,9,66.5,171,1.3,4.55,Domenica
2024-05-26,Dolci,Profiterole,12,3.2,8,38.4,96,0.8,2.56,Domenica
2024-05-27,Antipasti,Bruschetta Pomodoro,19,2.5,8,47.5,152,0.7,1.75,Lunedì
2024-05-27,Antipasti,Carpaccio di Manzo,13,5.2,16,67.6,208,1,5.2,Lunedì
2024-05-27,Antipasti,Caprese,14,3.8,12,53.2,168,0.8,3.04,Lunedì
2024-05-27,Antipasti,Prosciutto e Melone,12,4.5,14,54,168,0.7,3.15,Lunedì
2024-05-27,Primi,Spaghetti Carbonara,23,3.2,14,73.6,322,0.8,2.56,Lunedì
2024-05-27,Primi,Risotto Funghi,18,4.8,16,86.4,288,0.8,3.84,Lunedì
2024-05-27,Primi,Penne Arrabbiata,18,2.8,12,50.4,216,0.5,1.4,Lunedì
2024-05-27,Primi,Tagliatelle Bolognese,29,4.2,15,121.8,435,1.6,6.72,Lunedì
2024-05-27,Primi,Gnocchi 4 Formaggi,23,3.9,14,89.7,322,0.8,3.12,Lunedì
2024-05-27,Secondi,Tagliata di Manzo,21,8.5,28,178.5,588,2,17,Lunedì
2024-05-27,Secondi,Filetto di Branzino,18,7.2,26,129.6,468,2.2,15.84,Lunedì
2024-05-27,Secondi,Pollo alla Griglia,24,4.8,18,115.2,432,2.2,10.56,Lunedì
2024-05-27,Secondi,Costata di Maiale,24,6.2,22,148.8,528,2.1,13.02,Lunedì
2024-05-27,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.3,2.34,Lunedì
2024-05-27,Contorni,Patate al Forno,10,1.2,5,12,50,0.5,0.6,Lunedì
2024-05-27,Contorni,Verdure Grigliate,11,2.5,7,27.5,77,1.1,2.75,Lunedì
2024-05-27,Dolci,Tiramisù,14,2.8,8,39.2,112,0.4,1.12,Lunedì
2024-05-27,Dolci,Panna Cotta,11,2.2,7,24.2,77,0.5,1.1,Lunedì
2024-05-27,Dolci,Cheesecake,11,3.5,9,38.5,99,0.6,2.1,Lunedì
2024-05-27,Dolci,Profiterole,13,3.2,8,41.6,104,0.9,2.88,Lunedì
2024-05-28,Antipasti,Bruschetta Pomodoro,11,2.5,8,27.5,88,0.5,1.25,Martedì
2024-05-28,Antipasti,Carpaccio di Manzo,12,5.2,16,62.4,192,1.1,5.72,Martedì
2024-05-28,Antipasti,Caprese,12,3.8,12,45.6,144,0.8,3.04,Martedì
2024-05-28,Antipasti,Prosciutto e Melone,18,4.5,14,81,252,1.2,5.4,Martedì
2024-05-28,Primi,Spaghetti Carbonara,18,3.2,14,57.6,252,0.6,1.92,Martedì
2024-05-28,Primi,Risotto Funghi,23,4.8,16,110.4,368,1.3,6.24,Martedì
2024-05-28,Primi,Penne Arrabbiata,23,2.8,12,64.4,276,0.7,1.96,Martedì
2024-05-28,Primi,Tagliatelle Bolognese,26,4.2,15,109.2,390,1.1,4.62,Martedì
2024-05-28,Primi,Gnocchi 4 Formaggi,28,3.9,14,109.2,392,1.3,5.07,Martedì
2024-05-28,Secondi,Tagliata di Manzo,14,8.5,28,119,392,1.5,12.75,Martedì
2024-05-28,Secondi,Filetto di Branzino,18,7.2,26,129.6,468,2,14.4,Martedì
2024-05-28,Secondi,Pollo alla Griglia,25,4.8,18,120,450,2.2,10.56,Martedì
2024-05-28,Secondi,Costata di Maiale,23,6.2,22,142.6,506,2.1,13.02,Martedì
2024-05-28,Contorni,Insalata Mista,10,1.8,6,18,60,1.4,2.52,Martedì
2024-05-28,Contorni,Patate al Forno,9,1.2,5,10.8,45,0.5,0.6,Martedì
2024-05-28,Contorni,Verdure Grigliate,7,2.5,7,17.5,49,0.6,1.5,Martedì
2024-05-28,Dolci,Tiramisù,11,2.8,8,30.8,88,0.4,1.12,Martedì
2024-05-28,Dolci,Panna Cotta,12,2.2,7,26.4,84,0.7,1.54,Martedì
2024-05-28,Dolci,Cheesecake,9,3.5,9,31.5,81,0.6,2.1,Martedì
2024-05-28,Dolci,Profiterole,13,3.2,8,41.6,104,0.9,2.88,Martedì
2024-05-29,Antipasti,Bruschetta Pomodoro,16,2.5,8,40,128,0.6,1.5,Mercoledì
2024-05-29,Antipasti,Carpaccio di Manzo,15,5.2,16,78,240,1,5.2,Mercoledì
2024-05-29,Antipasti,Caprese,19,3.8,12,72.2,228,1.1,4.18,Mercoledì
2024-05-29,Antipasti,Prosciutto e Melone,17,4.5,14,76.5,238,1.2,5.4,Mercoledì
2024-05-29,Primi,Spaghetti Carbonara,28,3.2,14,89.6,392,1,3.2,Mercoledì
2024-05-29,Primi,Risotto Funghi,21,4.8,16,100.8,336,1.4,6.72,Mercoledì
2024-05-29,Primi,Penne Arrabbiata,23,2.8,12,64.4,276,0.6,1.68,Mercoledì
2024-05-29,Primi,Tagliatelle Bolognese,26,4.2,15,109.2,390,1.2,5.04,Mercoledì
2024-05-29,Primi,Gnocchi 4 Formaggi,27,3.9,14,105.3,378,1,3.9,Mercoledì
2024-05-29,Secondi,Tagliata di Manzo,20,8.5,28,170,560,2.2,18.7,Mercoledì
2024-05-29,Secondi,Filetto di Branzino,20,7.2,26,144,520,2.5,18,Mercoledì
2024-05-29,Secondi,Pollo alla Griglia,16,4.8,18,76.8,288,1.3,6.24,Mercoledì
2024-05-29,Secondi,Costata di Maiale,14,6.2,22,86.8,308,1,6.2,Mercoledì
2024-05-29,Contorni,Insalata Mista,8,1.8,6,14.4,48,0.9,1.62,Mercoledì
2024-05-29,Contorni,Patate al Forno,10,1.2,5,12,50,0.6,0.72,Mercoledì
2024-05-29,Contorni,Verdure Grigliate,7,2.5,7,17.5,49,0.6,1.5,Mercoledì
2024-05-29,Dolci,Tiramisù,14,2.8,8,39.2,112,0.5,1.4,Mercoledì
2024-05-29,Dolci,Panna Cotta,10,2.2,7,22,70,0.4,0.88,Mercoledì
2024-05-29,Dolci,Cheesecake,14,3.5,9,49,126,0.8,2.8,Mercoledì
2024-05-29,Dolci,Profiterole,9,3.2,8,28.8,72,0.5,1.6,Mercoledì
2024-05-30,Antipasti,Bruschetta Pomodoro,16,2.5,8,40,128,0.7,1.75,Giovedì
2024-05-30,Antipasti,Carpaccio di Manzo,18,5.2,16,93.6,288,1.5,7.8,Giovedì
2024-05-30,Antipasti,Caprese,13,3.8,12,49.4,156,0.8,3.04,Giovedì
2024-05-30,Antipasti,Prosciutto e Melone,19,4.5,14,85.5,266,1.1,4.95,Giovedì
2024-05-30,Primi,Spaghetti Carbonara,28,3.2,14,89.6,392,1.2,3.84,Giovedì
2024-05-30,Primi,Risotto Funghi,32,4.8,16,153.6,512,1.8,8.64,Giovedì
2024-05-30,Primi,Penne Arrabbiata,19,2.8,12,53.2,228,0.6,1.68,Giovedì
2024-05-30,Primi,Tagliatelle Bolognese,20,4.2,15,84,300,0.9,3.78,Giovedì
2024-05-30,Primi,Gnocchi 4 Formaggi,30,3.9,14,117,420,1.2,4.68,Giovedì
2024-05-30,Secondi,Tagliata di Manzo,19,8.5,28,161.5,532,2.1,17.85,Giovedì
2024-05-30,Secondi,Filetto di Branzino,18,7.2,26,129.6,468,2.3,16.56,Giovedì
2024-05-30,Secondi,Pollo alla Griglia,23,4.8,18,110.4,414,2,9.6,Giovedì
2024-05-30,Secondi,Costata di Maiale,21,6.2,22,130.2,462,1.8,11.16,Giovedì
2024-05-30,Contorni,Insalata Mista,11,1.8,6,19.8,66,1.2,2.16,Giovedì
2024-05-30,Contorni,Patate al Forno,8,1.2,5,9.6,40,0.5,0.6,Giovedì
2024-05-30,Contorni,Verdure Grigliate,11,2.5,7,27.5,77,1.2,3,Giovedì
2024-05-30,Dolci,Tiramisù,13,2.8,8,36.4,104,0.4,1.12,Giovedì
2024-05-30,Dolci,Panna Cotta,13,2.2,7,28.6,91,0.6,1.32,Giovedì
2024-05-30,Dolci,Cheesecake,9,3.5,9,31.5,81,0.4,1.4,Giovedì
2024-05-30,Dolci,Profiterole,10,3.2,8,32,80,0.8,2.56,Giovedì
2024-05-31,Antipasti,Bruschetta Pomodoro,15,2.5,8,37.5,120,0.8,2,Venerdì
2024-05-31,Antipasti,Carpaccio di Manzo,17,5.2,16,88.4,272,1.2,6.24,Venerdì
2024-05-31,Antipasti,Caprese,11,3.8,12,41.8,132,0.7,2.66,Venerdì
2024-05-31,Antipasti,Prosciutto e Melone,18,4.5,14,81,252,1.2,5.4,Venerdì
2024-05-31,Primi,Spaghetti Carbonara,20,3.2,14,64,280,0.7,2.24,Venerdì
2024-05-31,Primi,Risotto Funghi,26,4.8,16,124.8,416,1.4,6.72,Venerdì
2024-05-31,Primi,Penne Arrabbiata,30,2.8,12,84,360,0.8,2.24,Venerdì
2024-05-31,Primi,Tagliatelle Bolognese,18,4.2,15,75.6,270,0.9,3.78,Venerdì
2024-05-31,Primi,Gnocchi 4 Formaggi,20,3.9,14,78,280,0.9,3.51,Venerdì
2024-05-31,Secondi,Tagliata di Manzo,21,8.5,28,178.5,588,1.7,14.45,Venerdì
